date,employee_id,location,role,scheduled_hours,actual_hours,overtime_hours
2024-06-03,E0001,South,Fleet Coordinator,8.0,8.0,0.0
2024-06-04,E0001,South,Fleet Coordinator,8.0,8.0,0.0
2024-06-05,E0001,South,Fleet Coordinator,8.0,8.0,0.0
2024-06-06,E0001,South,Fleet Coordinator,8.0,8.0,0.0
2024-06-07,E0001,South,Fleet Coordinator,8.0,8.9,0.9
2024-06-08,E0001,South,Fleet Coordinator,8.0,8.0,0.0
2024-06-09,E0001,South,Fleet Coordinator,8.0,8.0,0.0
2024-06-10,E0001,South,Fleet Coordinator,8.0,8.0,0.0
2024-06-11,E0001,South,Fleet Coordinator,8.0,8.0,0.0
2024-06-12,E0001,South,Fleet Coordinator,8.0,8.0,0.0
2024-06-13,E0001,South,Fleet Coordinator,8.0,8.0,0.0
2024-06-14,E0001,South,Fleet Coordinator,8.0,8.0,0.0
2024-06-15,E0001,South,Fleet Coordinator,8.0,8.0,0.0
2024-06-16,E0001,South,Fleet Coordinator,8.0,9.5,1.5
2024-06-17,E0001,South,Fleet Coordinator,8.0,8.0,0.0
2024-06-18,E0001,South,Fleet Coordinator,8.0,8.0,0.0
2024-06-19,E0001,South,Fleet Coordinator,8.0,8.0,0.0
2024-06-20,E0001,South,Fleet Coordinator,8.0,8.0,0.0
2024-06-21,E0001,South,Fleet Coordinator,8.0,9.8,1.8
2024-06-22,E0001,South,Fleet Coordinator,8.0,8.0,0.0
2024-06-23,E0001,South,Fleet Coordinator,8.0,8.0,0.0
2024-06-24,E0001,South,Fleet Coordinator,8.0,11.8,3.8
2024-06-25,E0001,South,Fleet Coordinator,8.0,8.0,0.0
2024-06-26,E0001,South,Fleet Coordinator,8.0,8.0,0.0
2024-06-27,E0001,South,Fleet Coordinator,8.0,8.0,0.0
2024-06-28,E0001,South,Fleet Coordinator,8.0,8.0,0.0
2024-06-29,E0001,South,Fleet Coordinator,8.0,8.0,0.0
2024-06-30,E0001,South,Fleet Coordinator,8.0,8.0,0.0
2023-01-02,E0002,North,Branch Manager,8.0,8.0,0.0
2023-01-03,E0002,North,Branch Manager,8.0,8.0,0.0
2023-01-04,E0002,North,Branch Manager,8.0,8.0,0.0
2023-01-05,E0002,North,Branch Manager,8.0,8.0,0.0
2023-01-06,E0002,North,Branch Manager,8.0,8.0,0.0
2023-01-09,E0002,North,Branch Manager,8.0,8.0,0.0
2023-01-10,E0002,North,Branch Manager,8.0,8.0,0.0
2023-01-11,E0002,North,Branch Manager,8.0,8.0,0.0
2023-01-12,E0002,North,Branch Manager,8.0,8.0,0.0
2023-01-13,E0002,North,Branch Manager,8.0,8.0,0.0
2023-01-16,E0002,North,Branch Manager,8.0,8.0,0.0
2023-01-17,E0002,North,Branch Manager,8.0,8.0,0.0
2023-01-18,E0002,North,Branch Manager,8.0,8.0,0.0
2023-01-19,E0002,North,Branch Manager,8.0,8.0,0.0
2023-01-20,E0002,North,Branch Manager,8.0,8.0,0.0
2023-01-23,E0002,North,Branch Manager,8.0,8.0,0.0
2023-01-24,E0002,North,Branch Manager,8.0,8.0,0.0
2023-01-25,E0002,North,Branch Manager,8.0,8.0,0.0
2023-01-26,E0002,North,Branch Manager,8.0,8.0,0.0
2023-01-27,E0002,North,Branch Manager,8.0,8.0,0.0
2023-01-30,E0002,North,Branch Manager,8.0,8.0,0.0
2023-01-31,E0002,North,Branch Manager,8.0,8.0,0.0
2023-02-01,E0002,North,Branch Manager,8.0,8.0,0.0
2023-02-02,E0002,North,Branch Manager,8.0,9.7,1.7
2023-02-03,E0002,North,Branch Manager,8.0,8.0,0.0
2023-02-06,E0002,North,Branch Manager,8.0,8.0,0.0
2023-02-07,E0002,North,Branch Manager,8.0,8.0,0.0
2023-02-08,E0002,North,Branch Manager,8.0,8.0,0.0
2023-02-09,E0002,North,Branch Manager,8.0,8.0,0.0
2023-02-10,E0002,North,Branch Manager,8.0,8.0,0.0
2023-02-13,E0002,North,Branch Manager,8.0,8.0,0.0
2023-02-14,E0002,North,Branch Manager,8.0,8.0,0.0
2023-02-15,E0002,North,Branch Manager,8.0,8.0,0.0
2023-02-16,E0002,North,Branch Manager,8.0,8.0,0.0
2023-02-17,E0002,North,Branch Manager,8.0,8.0,0.0
2023-02-20,E0002,North,Branch Manager,8.0,8.0,0.0
2023-02-21,E0002,North,Branch Manager,8.0,8.0,0.0
2023-02-22,E0002,North,Branch Manager,8.0,8.0,0.0
2023-02-23,E0002,North,Branch Manager,8.0,8.0,0.0
2023-02-24,E0002,North,Branch Manager,8.0,8.0,0.0
2023-02-27,E0002,North,Branch Manager,8.0,8.0,0.0
2023-02-28,E0002,North,Branch Manager,8.0,8.0,0.0
2023-03-01,E0002,North,Branch Manager,8.0,8.0,0.0
2023-03-02,E0002,North,Branch Manager,8.0,8.0,0.0
2023-03-03,E0002,North,Branch Manager,8.0,8.0,0.0
2023-03-06,E0002,North,Branch Manager,8.0,8.0,0.0
2023-03-07,E0002,North,Branch Manager,8.0,8.0,0.0
2023-03-08,E0002,North,Branch Manager,8.0,8.0,0.0
2023-03-09,E0002,North,Branch Manager,8.0,8.0,0.0
2023-03-10,E0002,North,Branch Manager,8.0,8.0,0.0
2023-03-13,E0002,North,Branch Manager,8.0,8.0,0.0
2023-03-14,E0002,North,Branch Manager,8.0,8.0,0.0
2023-03-15,E0002,North,Branch Manager,8.0,8.0,0.0
2023-03-16,E0002,North,Branch Manager,8.0,8.0,0.0
2023-03-17,E0002,North,Branch Manager,8.0,8.0,0.0
2023-03-20,E0002,North,Branch Manager,8.0,8.0,0.0
2023-03-21,E0002,North,Branch Manager,8.0,8.0,0.0
2023-03-22,E0002,North,Branch Manager,8.0,8.0,0.0
2023-03-23,E0002,North,Branch Manager,8.0,8.0,0.0
2023-03-24,E0002,North,Branch Manager,8.0,8.0,0.0
2023-03-27,E0002,North,Branch Manager,8.0,8.0,0.0
2023-03-28,E0002,North,Branch Manager,8.0,8.0,0.0
2023-03-29,E0002,North,Branch Manager,8.0,8.0,0.0
2023-03-30,E0002,North,Branch Manager,8.0,8.0,0.0
2023-03-31,E0002,North,Branch Manager,8.0,8.0,0.0
2023-04-03,E0002,North,Branch Manager,8.0,8.0,0.0
2023-04-04,E0002,North,Branch Manager,8.0,8.0,0.0
2023-04-05,E0002,North,Branch Manager,8.0,8.0,0.0
2023-04-06,E0002,North,Branch Manager,8.0,8.0,0.0
2023-04-07,E0002,North,Branch Manager,8.0,8.0,0.0
2023-04-10,E0002,North,Branch Manager,8.0,8.0,0.0
2023-04-11,E0002,North,Branch Manager,8.0,8.0,0.0
2023-04-12,E0002,North,Branch Manager,8.0,8.0,0.0
2023-04-13,E0002,North,Branch Manager,8.0,8.0,0.0
2023-04-14,E0002,North,Branch Manager,8.0,8.0,0.0
2023-04-17,E0002,North,Branch Manager,8.0,10.7,2.7
2023-04-18,E0002,North,Branch Manager,8.0,8.0,0.0
2023-04-19,E0002,North,Branch Manager,8.0,8.0,0.0
2023-04-20,E0002,North,Branch Manager,8.0,8.0,0.0
2023-04-21,E0002,North,Branch Manager,8.0,8.0,0.0
2023-04-24,E0002,North,Branch Manager,8.0,8.0,0.0
2023-04-25,E0002,North,Branch Manager,8.0,8.0,0.0
2023-04-26,E0002,North,Branch Manager,8.0,8.0,0.0
2023-04-27,E0002,North,Branch Manager,8.0,8.0,0.0
2023-04-28,E0002,North,Branch Manager,8.0,8.0,0.0
2023-05-01,E0002,North,Branch Manager,8.0,8.0,0.0
2023-05-02,E0002,North,Branch Manager,8.0,8.0,0.0
2023-05-03,E0002,North,Branch Manager,8.0,8.0,0.0
2023-05-04,E0002,North,Branch Manager,8.0,8.0,0.0
2023-05-05,E0002,North,Branch Manager,8.0,8.0,0.0
2023-05-08,E0002,North,Branch Manager,8.0,8.0,0.0
2023-05-09,E0002,North,Branch Manager,8.0,8.0,0.0
2023-05-10,E0002,North,Branch Manager,8.0,8.0,0.0
2023-05-11,E0002,North,Branch Manager,8.0,8.0,0.0
2023-05-12,E0002,North,Branch Manager,8.0,8.0,0.0
2023-05-15,E0002,North,Branch Manager,8.0,8.0,0.0
2023-05-16,E0002,North,Branch Manager,8.0,8.0,0.0
2023-05-17,E0002,North,Branch Manager,8.0,8.0,0.0
2023-05-18,E0002,North,Branch Manager,8.0,8.0,0.0
2023-05-19,E0002,North,Branch Manager,8.0,8.0,0.0
2023-05-22,E0002,North,Branch Manager,8.0,10.3,2.3
2023-05-23,E0002,North,Branch Manager,8.0,8.0,0.0
2023-05-24,E0002,North,Branch Manager,8.0,8.0,0.0
2023-05-25,E0002,North,Branch Manager,8.0,8.0,0.0
2023-05-26,E0002,North,Branch Manager,8.0,9.5,1.5
2023-05-29,E0002,North,Branch Manager,8.0,8.0,0.0
2023-05-30,E0002,North,Branch Manager,8.0,8.0,0.0
2023-05-31,E0002,North,Branch Manager,8.0,8.0,0.0
2023-06-01,E0002,North,Branch Manager,8.0,8.0,0.0
2023-06-02,E0002,North,Branch Manager,8.0,8.0,0.0
2023-06-03,E0002,North,Branch Manager,8.0,8.0,0.0
2023-06-04,E0002,North,Branch Manager,8.0,8.0,0.0
2023-06-05,E0002,North,Branch Manager,8.0,8.0,0.0
2023-06-06,E0002,North,Branch Manager,8.0,8.0,0.0
2023-06-07,E0002,North,Branch Manager,8.0,8.0,0.0
2023-06-08,E0002,North,Branch Manager,8.0,8.0,0.0
2023-06-09,E0002,North,Branch Manager,8.0,8.0,0.0
2023-06-10,E0002,North,Branch Manager,8.0,8.0,0.0
2023-06-11,E0002,North,Branch Manager,8.0,10.6,2.6
2023-06-12,E0002,North,Branch Manager,8.0,8.0,0.0
2023-06-13,E0002,North,Branch Manager,8.0,8.0,0.0
2023-06-14,E0002,North,Branch Manager,8.0,8.0,0.0
2023-06-15,E0002,North,Branch Manager,8.0,8.0,0.0
2023-06-16,E0002,North,Branch Manager,8.0,9.5,1.5
2023-06-17,E0002,North,Branch Manager,8.0,8.0,0.0
2023-06-18,E0002,North,Branch Manager,8.0,8.0,0.0
2023-06-19,E0002,North,Branch Manager,8.0,12.5,4.5
2023-06-20,E0002,North,Branch Manager,8.0,8.0,0.0
2023-06-21,E0002,North,Branch Manager,8.0,8.0,0.0
2023-06-22,E0002,North,Branch Manager,8.0,9.5,1.5
2023-06-23,E0002,North,Branch Manager,8.0,8.0,0.0
2023-06-24,E0002,North,Branch Manager,8.0,8.0,0.0
2023-06-25,E0002,North,Branch Manager,8.0,8.0,0.0
2023-06-26,E0002,North,Branch Manager,8.0,8.7,0.7
2023-06-27,E0002,North,Branch Manager,8.0,8.0,0.0
2023-06-28,E0002,North,Branch Manager,8.0,8.0,0.0
2023-06-29,E0002,North,Branch Manager,8.0,8.0,0.0
2023-06-30,E0002,North,Branch Manager,8.0,8.0,0.0
2023-07-01,E0002,North,Branch Manager,8.0,8.0,0.0
2023-07-02,E0002,North,Branch Manager,8.0,8.0,0.0
2023-07-03,E0002,North,Branch Manager,8.0,8.0,0.0
2023-07-04,E0002,North,Branch Manager,8.0,8.0,0.0
2023-07-05,E0002,North,Branch Manager,8.0,8.0,0.0
2023-07-06,E0002,North,Branch Manager,8.0,8.0,0.0
2023-07-07,E0002,North,Branch Manager,8.0,12.4,4.4
2023-07-08,E0002,North,Branch Manager,8.0,8.0,0.0
2023-07-09,E0002,North,Branch Manager,8.0,8.0,0.0
2023-07-10,E0002,North,Branch Manager,8.0,8.0,0.0
2023-07-11,E0002,North,Branch Manager,8.0,8.0,0.0
2023-07-12,E0002,North,Branch Manager,8.0,11.9,3.9
2023-07-13,E0002,North,Branch Manager,8.0,8.0,0.0
2023-07-14,E0002,North,Branch Manager,8.0,8.0,0.0
2023-07-15,E0002,North,Branch Manager,8.0,10.6,2.6
2023-07-16,E0002,North,Branch Manager,8.0,8.0,0.0
2023-07-17,E0002,North,Branch Manager,8.0,8.0,0.0
2023-07-18,E0002,North,Branch Manager,8.0,8.0,0.0
2023-07-19,E0002,North,Branch Manager,8.0,8.0,0.0
2023-07-20,E0002,North,Branch Manager,8.0,8.0,0.0
2023-07-21,E0002,North,Branch Manager,8.0,8.0,0.0
2023-07-22,E0002,North,Branch Manager,8.0,8.0,0.0
2023-07-23,E0002,North,Branch Manager,8.0,11.9,3.9
2023-07-24,E0002,North,Branch Manager,8.0,12.4,4.4
2023-07-25,E0002,North,Branch Manager,8.0,8.0,0.0
2023-07-26,E0002,North,Branch Manager,8.0,10.9,2.9
2023-07-27,E0002,North,Branch Manager,8.0,12.5,4.5
2023-07-28,E0002,North,Branch Manager,8.0,8.0,0.0
2023-07-29,E0002,North,Branch Manager,8.0,10.1,2.1
2023-07-30,E0002,North,Branch Manager,8.0,8.0,0.0
2023-07-31,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-01,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-02,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-03,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-04,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-05,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-06,E0002,North,Branch Manager,8.0,10.1,2.1
2023-08-07,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-08,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-09,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-10,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-11,E0002,North,Branch Manager,8.0,9.0,1.0
2023-08-12,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-13,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-14,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-15,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-16,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-17,E0002,North,Branch Manager,8.0,11.3,3.3
2023-08-18,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-19,E0002,North,Branch Manager,8.0,10.2,2.2
2023-08-20,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-21,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-22,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-23,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-24,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-25,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-26,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-27,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-28,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-29,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-30,E0002,North,Branch Manager,8.0,8.0,0.0
2023-08-31,E0002,North,Branch Manager,8.0,8.0,0.0
2023-09-01,E0002,North,Branch Manager,8.0,8.0,0.0
2023-09-04,E0002,North,Branch Manager,8.0,8.0,0.0
2023-09-05,E0002,North,Branch Manager,8.0,8.0,0.0
2023-09-06,E0002,North,Branch Manager,8.0,8.0,0.0
2023-09-07,E0002,North,Branch Manager,8.0,8.0,0.0
2023-09-08,E0002,North,Branch Manager,8.0,8.0,0.0
2023-09-11,E0002,North,Branch Manager,8.0,8.0,0.0
2023-09-12,E0002,North,Branch Manager,8.0,8.0,0.0
2023-09-13,E0002,North,Branch Manager,8.0,8.0,0.0
2023-09-14,E0002,North,Branch Manager,8.0,8.0,0.0
2023-09-15,E0002,North,Branch Manager,8.0,8.9,0.9
2023-09-18,E0002,North,Branch Manager,8.0,8.0,0.0
2023-09-19,E0002,North,Branch Manager,8.0,8.0,0.0
2023-09-20,E0002,North,Branch Manager,8.0,8.0,0.0
2023-09-21,E0002,North,Branch Manager,8.0,8.0,0.0
2023-09-22,E0002,North,Branch Manager,8.0,8.0,0.0
2023-09-25,E0002,North,Branch Manager,8.0,8.0,0.0
2023-09-26,E0002,North,Branch Manager,8.0,8.0,0.0
2023-09-27,E0002,North,Branch Manager,8.0,8.0,0.0
2023-09-28,E0002,North,Branch Manager,8.0,8.0,0.0
2023-09-29,E0002,North,Branch Manager,8.0,8.0,0.0
2023-10-02,E0002,North,Branch Manager,8.0,8.0,0.0
2023-10-03,E0002,North,Branch Manager,8.0,8.0,0.0
2023-10-04,E0002,North,Branch Manager,8.0,8.0,0.0
2023-10-05,E0002,North,Branch Manager,8.0,8.0,0.0
2023-10-06,E0002,North,Branch Manager,8.0,8.0,0.0
2023-10-09,E0002,North,Branch Manager,8.0,8.0,0.0
2023-10-10,E0002,North,Branch Manager,8.0,8.0,0.0
2023-10-11,E0002,North,Branch Manager,8.0,8.0,0.0
2023-10-12,E0002,North,Branch Manager,8.0,8.0,0.0
2023-10-13,E0002,North,Branch Manager,8.0,8.0,0.0
2023-10-16,E0002,North,Branch Manager,8.0,8.0,0.0
2023-10-17,E0002,North,Branch Manager,8.0,8.0,0.0
2023-10-18,E0002,North,Branch Manager,8.0,8.0,0.0
2023-10-19,E0002,North,Branch Manager,8.0,8.0,0.0
2023-10-20,E0002,North,Branch Manager,8.0,8.0,0.0
2023-10-23,E0002,North,Branch Manager,8.0,8.0,0.0
2023-10-24,E0002,North,Branch Manager,8.0,8.0,0.0
2023-10-25,E0002,North,Branch Manager,8.0,10.6,2.6
2023-10-26,E0002,North,Branch Manager,8.0,8.0,0.0
2023-10-27,E0002,North,Branch Manager,8.0,8.0,0.0
2023-10-30,E0002,North,Branch Manager,8.0,8.0,0.0
2023-10-31,E0002,North,Branch Manager,8.0,9.6,1.6
2023-11-01,E0002,North,Branch Manager,8.0,8.0,0.0
2023-11-02,E0002,North,Branch Manager,8.0,8.0,0.0
2023-11-03,E0002,North,Branch Manager,8.0,8.0,0.0
2023-11-06,E0002,North,Branch Manager,8.0,8.0,0.0
2023-11-07,E0002,North,Branch Manager,8.0,8.0,0.0
2023-11-08,E0002,North,Branch Manager,8.0,11.1,3.1
2023-11-09,E0002,North,Branch Manager,8.0,8.0,0.0
2023-11-10,E0002,North,Branch Manager,8.0,8.0,0.0
2023-11-13,E0002,North,Branch Manager,8.0,8.0,0.0
2023-11-14,E0002,North,Branch Manager,8.0,8.0,0.0
2023-11-15,E0002,North,Branch Manager,8.0,11.4,3.4
2023-11-16,E0002,North,Branch Manager,8.0,8.0,0.0
2023-11-17,E0002,North,Branch Manager,8.0,9.9,1.9
2023-11-20,E0002,North,Branch Manager,8.0,8.0,0.0
2023-11-21,E0002,North,Branch Manager,8.0,8.0,0.0
2023-11-22,E0002,North,Branch Manager,8.0,8.0,0.0
2023-11-23,E0002,North,Branch Manager,8.0,8.0,0.0
2023-11-24,E0002,North,Branch Manager,8.0,10.2,2.2
2023-11-27,E0002,North,Branch Manager,8.0,8.0,0.0
2023-11-28,E0002,North,Branch Manager,8.0,8.0,0.0
2023-11-29,E0002,North,Branch Manager,8.0,8.0,0.0
2023-11-30,E0002,North,Branch Manager,8.0,8.0,0.0
2023-12-01,E0002,North,Branch Manager,8.0,8.0,0.0
2023-12-04,E0002,North,Branch Manager,8.0,8.0,0.0
2023-12-05,E0002,North,Branch Manager,8.0,8.0,0.0
2023-12-06,E0002,North,Branch Manager,8.0,8.0,0.0
2023-12-07,E0002,North,Branch Manager,8.0,8.0,0.0
2023-12-08,E0002,North,Branch Manager,8.0,8.0,0.0
2023-12-11,E0002,North,Branch Manager,8.0,8.0,0.0
2023-12-12,E0002,North,Branch Manager,8.0,8.0,0.0
2023-12-13,E0002,North,Branch Manager,8.0,8.0,0.0
2023-12-14,E0002,North,Branch Manager,8.0,8.7,0.7
2023-12-15,E0002,North,Branch Manager,8.0,8.0,0.0
2023-12-18,E0002,North,Branch Manager,8.0,8.0,0.0
2023-12-19,E0002,North,Branch Manager,8.0,8.0,0.0
2023-12-20,E0002,North,Branch Manager,8.0,8.0,0.0
2023-12-21,E0002,North,Branch Manager,8.0,8.0,0.0
2023-12-22,E0002,North,Branch Manager,8.0,8.0,0.0
2023-12-25,E0002,North,Branch Manager,8.0,8.0,0.0
2023-12-26,E0002,North,Branch Manager,8.0,8.0,0.0
2023-12-27,E0002,North,Branch Manager,8.0,8.0,0.0
2023-12-28,E0002,North,Branch Manager,8.0,8.0,0.0
2023-12-29,E0002,North,Branch Manager,8.0,8.0,0.0
2024-01-01,E0002,North,Branch Manager,8.0,8.0,0.0
2024-01-02,E0002,North,Branch Manager,8.0,8.0,0.0
2024-01-03,E0002,North,Branch Manager,8.0,11.1,3.1
2024-01-04,E0002,North,Branch Manager,8.0,8.0,0.0
2024-01-05,E0002,North,Branch Manager,8.0,8.0,0.0
2024-01-08,E0002,North,Branch Manager,8.0,8.0,0.0
2024-01-09,E0002,North,Branch Manager,8.0,8.0,0.0
2024-01-10,E0002,North,Branch Manager,8.0,8.0,0.0
2024-01-11,E0002,North,Branch Manager,8.0,8.0,0.0
2024-01-12,E0002,North,Branch Manager,8.0,8.0,0.0
2024-01-15,E0002,North,Branch Manager,8.0,9.1,1.1
2024-01-16,E0002,North,Branch Manager,8.0,8.0,0.0
2024-01-17,E0002,North,Branch Manager,8.0,8.0,0.0
2024-01-18,E0002,North,Branch Manager,8.0,8.0,0.0
2024-01-19,E0002,North,Branch Manager,8.0,8.0,0.0
2024-01-22,E0002,North,Branch Manager,8.0,8.0,0.0
2024-01-23,E0002,North,Branch Manager,8.0,8.0,0.0
2024-01-24,E0002,North,Branch Manager,8.0,8.0,0.0
2024-01-25,E0002,North,Branch Manager,8.0,8.0,0.0
2024-01-26,E0002,North,Branch Manager,8.0,8.0,0.0
2024-01-29,E0002,North,Branch Manager,8.0,8.0,0.0
2024-01-30,E0002,North,Branch Manager,8.0,8.0,0.0
2024-01-31,E0002,North,Branch Manager,8.0,8.0,0.0
2024-02-01,E0002,North,Branch Manager,8.0,8.0,0.0
2024-02-02,E0002,North,Branch Manager,8.0,8.0,0.0
2024-02-05,E0002,North,Branch Manager,8.0,8.0,0.0
2024-02-06,E0002,North,Branch Manager,8.0,8.0,0.0
2024-02-07,E0002,North,Branch Manager,8.0,8.0,0.0
2024-02-08,E0002,North,Branch Manager,8.0,8.0,0.0
2024-02-09,E0002,North,Branch Manager,8.0,10.4,2.4
2024-02-12,E0002,North,Branch Manager,8.0,8.0,0.0
2024-02-13,E0002,North,Branch Manager,8.0,8.0,0.0
2024-02-14,E0002,North,Branch Manager,8.0,8.0,0.0
2024-02-15,E0002,North,Branch Manager,8.0,8.0,0.0
2024-02-16,E0002,North,Branch Manager,8.0,8.0,0.0
2024-02-19,E0002,North,Branch Manager,8.0,8.0,0.0
2024-02-20,E0002,North,Branch Manager,8.0,8.0,0.0
2024-02-21,E0002,North,Branch Manager,8.0,9.1,1.1
2024-02-22,E0002,North,Branch Manager,8.0,8.0,0.0
2024-02-23,E0002,North,Branch Manager,8.0,8.0,0.0
2024-02-26,E0002,North,Branch Manager,8.0,8.0,0.0
2024-02-27,E0002,North,Branch Manager,8.0,8.0,0.0
2024-02-28,E0002,North,Branch Manager,8.0,8.0,0.0
2024-02-29,E0002,North,Branch Manager,8.0,8.0,0.0
2024-03-01,E0002,North,Branch Manager,8.0,8.0,0.0
2024-03-04,E0002,North,Branch Manager,8.0,9.8,1.8
2024-03-05,E0002,North,Branch Manager,8.0,8.0,0.0
2024-03-06,E0002,North,Branch Manager,8.0,8.0,0.0
2024-03-07,E0002,North,Branch Manager,8.0,8.0,0.0
2024-03-08,E0002,North,Branch Manager,8.0,8.0,0.0
2024-03-11,E0002,North,Branch Manager,8.0,8.0,0.0
2024-03-12,E0002,North,Branch Manager,8.0,8.0,0.0
2024-03-13,E0002,North,Branch Manager,8.0,8.0,0.0
2024-03-14,E0002,North,Branch Manager,8.0,8.0,0.0
2024-03-15,E0002,North,Branch Manager,8.0,8.0,0.0
2024-03-18,E0002,North,Branch Manager,8.0,8.0,0.0
2024-03-19,E0002,North,Branch Manager,8.0,8.0,0.0
2024-03-20,E0002,North,Branch Manager,8.0,8.0,0.0
2024-03-21,E0002,North,Branch Manager,8.0,8.0,0.0
2024-03-22,E0002,North,Branch Manager,8.0,8.0,0.0
2024-03-25,E0002,North,Branch Manager,8.0,8.0,0.0
2024-03-26,E0002,North,Branch Manager,8.0,8.0,0.0
2024-03-27,E0002,North,Branch Manager,8.0,8.0,0.0
2024-03-28,E0002,North,Branch Manager,8.0,8.0,0.0
2024-03-29,E0002,North,Branch Manager,8.0,8.0,0.0
2024-04-01,E0002,North,Branch Manager,8.0,8.0,0.0
2024-04-02,E0002,North,Branch Manager,8.0,8.0,0.0
2024-04-03,E0002,North,Branch Manager,8.0,8.0,0.0
2024-04-04,E0002,North,Branch Manager,8.0,8.0,0.0
2024-04-05,E0002,North,Branch Manager,8.0,8.0,0.0
2024-04-08,E0002,North,Branch Manager,8.0,8.0,0.0
2024-04-09,E0002,North,Branch Manager,8.0,8.0,0.0
2024-04-10,E0002,North,Branch Manager,8.0,8.0,0.0
2024-04-11,E0002,North,Branch Manager,8.0,8.0,0.0
2024-04-12,E0002,North,Branch Manager,8.0,8.0,0.0
2024-04-15,E0002,North,Branch Manager,8.0,8.0,0.0
2024-04-16,E0002,North,Branch Manager,8.0,8.0,0.0
2024-04-17,E0002,North,Branch Manager,8.0,8.0,0.0
2024-04-18,E0002,North,Branch Manager,8.0,9.8,1.8
2024-04-19,E0002,North,Branch Manager,8.0,8.0,0.0
2024-04-22,E0002,North,Branch Manager,8.0,8.0,0.0
2024-04-23,E0002,North,Branch Manager,8.0,8.0,0.0
2024-04-24,E0002,North,Branch Manager,8.0,8.0,0.0
2024-04-25,E0002,North,Branch Manager,8.0,8.0,0.0
2024-04-26,E0002,North,Branch Manager,8.0,8.0,0.0
2024-04-29,E0002,North,Branch Manager,8.0,8.0,0.0
2024-04-30,E0002,North,Branch Manager,8.0,8.0,0.0
2024-05-01,E0002,North,Branch Manager,8.0,8.0,0.0
2024-05-02,E0002,North,Branch Manager,8.0,10.8,2.8
2024-05-03,E0002,North,Branch Manager,8.0,11.1,3.1
2024-05-06,E0002,North,Branch Manager,8.0,8.0,0.0
2024-05-07,E0002,North,Branch Manager,8.0,9.0,1.0
2024-05-08,E0002,North,Branch Manager,8.0,8.0,0.0
2024-05-09,E0002,North,Branch Manager,8.0,8.0,0.0
2024-05-10,E0002,North,Branch Manager,8.0,8.0,0.0
2024-05-13,E0002,North,Branch Manager,8.0,8.6,0.6
2024-05-14,E0002,North,Branch Manager,8.0,8.0,0.0
2024-05-15,E0002,North,Branch Manager,8.0,8.0,0.0
2024-05-16,E0002,North,Branch Manager,8.0,8.0,0.0
2024-05-17,E0002,North,Branch Manager,8.0,8.0,0.0
2024-05-20,E0002,North,Branch Manager,8.0,8.0,0.0
2024-05-21,E0002,North,Branch Manager,8.0,8.0,0.0
2024-05-22,E0002,North,Branch Manager,8.0,8.0,0.0
2024-05-23,E0002,North,Branch Manager,8.0,8.0,0.0
2024-05-24,E0002,North,Branch Manager,8.0,8.0,0.0
2024-05-27,E0002,North,Branch Manager,8.0,8.0,0.0
2024-05-28,E0002,North,Branch Manager,8.0,8.0,0.0
2024-05-29,E0002,North,Branch Manager,8.0,8.0,0.0
2024-05-30,E0002,North,Branch Manager,8.0,9.8,1.8
2024-05-31,E0002,North,Branch Manager,8.0,8.0,0.0
2024-06-01,E0002,North,Branch Manager,8.0,8.0,0.0
2024-06-02,E0002,North,Branch Manager,8.0,11.5,3.5
2024-06-03,E0002,North,Branch Manager,8.0,8.0,0.0
2024-06-04,E0002,North,Branch Manager,8.0,11.8,3.8
2024-06-05,E0002,North,Branch Manager,8.0,8.0,0.0
2024-06-06,E0002,North,Branch Manager,8.0,8.0,0.0
2024-06-07,E0002,North,Branch Manager,8.0,8.0,0.0
2024-06-08,E0002,North,Branch Manager,8.0,8.0,0.0
2024-06-09,E0002,North,Branch Manager,8.0,8.0,0.0
