vehicle_id,vehicle_type,model,year,location,acquired_date
7LAWAH,Compact,Honda Civic,2018,North,2023-03-01
6B1WLK,SUV,Ford Explorer,2020,North,2023-02-05
RT6JVY,Compact,Hyundai Elantra,2019,East,2023-01-16
A69DJ2,SUV,Toyota RAV4,2018,East,2023-03-16
3F7LKM,Truck,Ford F-150,2021,North,2023-01-20
YHTCF1,SUV,Chevrolet Equinox,2019,South,2023-01-17
N209E7,Full-Size,Ford Taurus,2021,South,2023-03-21
6PEESA,SUV,Ford Explorer,2022,South,2023-03-26
DTU49J,Compact,Toyota Corolla,2019,North,2023-02-24
LHIP96,Compact,Hyundai Elantra,2022,West,2023-02-22
6QX0IQ,Compact,Honda Civic,2019,East,2023-02-02
TNRPC1,Mid-Size,Toyota Camry,2019,Central,2023-02-25
617PCJ,Full-Size,Chevrolet Impala,2021,North,2023-02-24
4FTALE,Full-Size,Ford Taurus,2021,West,2023-02-16
EFTYK3,SUV,Toyota RAV4,2021,Central,2023-02-28
O0T099,Compact,Honda Civic,2019,East,2023-02-19
V8ZJ7F,Full-Size,Chrysler 300,2021,West,2023-03-21
QF263D,Compact,Honda Civic,2019,East,2023-03-02
JMETBW,Mid-Size,Nissan Altima,2019,East,2023-02-04
UV62JU,Full-Size,Chrysler 300,2023,Central,2023-02-28
24XDP4,Truck,Ford F-150,2018,East,2023-01-21
CVTIM9,Full-Size,Chevrolet Impala,2020,East,2023-01-20
V7Q4W6,Compact,Hyundai Elantra,2020,Central,2023-03-16
LNBIEG,Full-Size,Chrysler 300,2019,East,2023-02-22
L5N339,Compact,Toyota Corolla,2022,North,2023-01-05
S4PW3F,SUV,Chevrolet Equinox,2020,West,2023-02-01
CFZRK1,Full-Size,Chrysler 300,2022,West,2023-03-30
AGQ60Y,Compact,Hyundai Elantra,2020,South,2023-02-27
ZLQ50V,Compact,Toyota Corolla,2023,West,2023-03-20
C0NNYO,Compact,Hyundai Elantra,2022,North,2023-02-19
UAGT81,Truck,Chevrolet Silverado,2019,South,2023-01-04
P8J6OD,Mid-Size,Nissan Altima,2023,Central,2023-01-17
A9XF9B,SUV,Ford Explorer,2023,West,2023-01-09
M0B6Y8,Full-Size,Ford Taurus,2021,West,2023-03-08
43IHIF,Full-Size,Chevrolet Impala,2018,West,2023-03-10
XCPUTR,Compact,Honda Civic,2021,North,2023-02-11
ID9QVU,Truck,Ford F-150,2022,Central,2023-03-07
N0NO2L,Mid-Size,Honda Accord,2020,South,2023-02-19
ZXBY2J,Full-Size,Chrysler 300,2018,West,2023-03-08
6AG841,Full-Size,Ford Taurus,2021,Central,2023-03-02
VHRUDV,Full-Size,Chevrolet Impala,2022,South,2023-02-11
DEGGC8,Truck,Chevrolet Silverado,2019,West,2023-02-28
2SNG82,Compact,Honda Civic,2020,North,2023-01-29
1QAWRK,Mid-Size,Nissan Altima,2018,West,2023-03-09
LC5F39,Mid-Size,Toyota Camry,2022,East,2023-03-24
BWC3SA,Mid-Size,Toyota Camry,2023,North,2023-01-19
117R7X,Compact,Honda Civic,2022,West,2023-03-02
SMKW0B,Compact,Hyundai Elantra,2020,Central,2023-01-10
OBO2YE,Mid-Size,Honda Accord,2018,North,2023-02-03
ZAA6BJ,Mid-Size,Toyota Camry,2020,Central,2023-03-02
EUS490,Mid-Size,Toyota Camry,2023,Central,2023-01-25
QB7UHT,Full-Size,Chrysler 300,2018,East,2023-01-22
OMQ1F8,Full-Size,Chrysler 300,2019,Central,2023-02-04
CFYF10,Mid-Size,Toyota Camry,2023,South,2023-01-11
PQ92WF,Mid-Size,Toyota Camry,2021,West,2023-02-26
VBJZO9,Compact,Toyota Corolla,2019,West,2023-01-12
7D55DN,Full-Size,Ford Taurus,2018,East,2023-01-30
8ACS8K,Mid-Size,Nissan Altima,2020,Central,2023-01-29
1YFKWR,Compact,Toyota Corolla,2021,Central,2023-03-29
IHU3O7,Mid-Size,Nissan Altima,2023,West,2023-03-31
YOZQ19,Mid-Size,Toyota Camry,2023,East,2023-01-08
2FC34U,Compact,Hyundai Elantra,2020,Central,2023-01-15
I5QKNK,Full-Size,Chevrolet Impala,2020,East,2023-03-07
KLYANG,Full-Size,Chrysler 300,2023,West,2023-01-27
X92ISA,Full-Size,Ford Taurus,2022,North,2023-02-27
OKSOYT,Full-Size,Chevrolet Impala,2019,South,2023-03-24
7C82Z3,Full-Size,Chevrolet Impala,2022,Central,2023-01-15
BHA2MN,Mid-Size,Nissan Altima,2022,East,2023-03-28
VPW7L6,SUV,Chevrolet Equinox,2019,East,2023-01-05
TN7REK,Mid-Size,Honda Accord,2023,Central,2023-01-21
4SUYHD,Mid-Size,Nissan Altima,2019,South,2023-02-15
P7EZ9D,Full-Size,Ford Taurus,2021,South,2023-03-21
E5D02L,Mid-Size,Honda Accord,2020,North,2023-02-19
KSS4V8,Mid-Size,Honda Accord,2022,South,2023-01-13
IKIXB4,Full-Size,Chevrolet Impala,2023,East,2023-01-23
198C0S,SUV,Ford Explorer,2020,West,2023-03-10
05UA5P,Truck,Ford F-150,2020,South,2023-02-20
QV6SH0,Mid-Size,Honda Accord,2022,East,2023-01-02
WCT25K,Mid-Size,Honda Accord,2023,South,2023-02-15
S3VPGB,SUV,Toyota RAV4,2023,Central,2023-02-06
Y8V2YM,Mid-Size,Nissan Altima,2022,East,2023-01-01
SJIVX9,SUV,Ford Explorer,2022,North,2023-01-23
IKF82L,Mid-Size,Nissan Altima,2022,West,2023-03-26
8ZRNUD,Compact,Hyundai Elantra,2023,South,2023-03-05
G7HF48,Compact,Honda Civic,2018,Central,2023-01-07
3D4JA7,SUV,Chevrolet Equinox,2021,South,2023-01-02
JXCG5V,Compact,Toyota Corolla,2018,Central,2023-02-01
9G657B,Mid-Size,Toyota Camry,2021,West,2023-02-11
DTEC3Z,Mid-Size,Toyota Camry,2020,North,2023-02-10
47F3BN,Compact,Honda Civic,2019,West,2023-03-04
KIZE35,Mid-Size,Honda Accord,2023,West,2023-01-16
XCVWNN,Full-Size,Chevrolet Impala,2022,East,2023-01-05
Q9ASLT,Compact,Toyota Corolla,2021,North,2023-03-02
A7Q8FV,SUV,Ford Explorer,2023,East,2023-03-22
Y2AWFP,SUV,Chevrolet Equinox,2018,West,2023-01-16
BC1Z6Z,Mid-Size,Nissan Altima,2021,North,2023-02-02
VE1ID0,Compact,Honda Civic,2018,South,2023-02-26
VFTYRZ,Full-Size,Chevrolet Impala,2019,West,2023-01-15
SMIJ3N,Compact,Toyota Corolla,2019,East,2023-03-19
ZMSVR0,Mid-Size,Toyota Camry,2021,Central,2023-01-21
757B10,Truck,Ram 1500,2021,South,2023-02-17
OLB44C,Truck,Ram 1500,2022,West,2023-01-31
UTGT3L,SUV,Ford Explorer,2020,East,2023-03-02
08QDKE,Mid-Size,Toyota Camry,2023,South,2023-01-18
MXHS9J,Full-Size,Chevrolet Impala,2020,Central,2023-01-09
5KWFJ5,Full-Size,Chrysler 300,2018,West,2023-02-15
VUSI7O,Mid-Size,Toyota Camry,2018,East,2023-03-19
A6B5JC,Full-Size,Chrysler 300,2018,South,2023-02-26
HXTFKH,Compact,Honda Civic,2020,Central,2023-03-10
X5J6OC,Compact,Toyota Corolla,2020,North,2023-02-09
L530O1,Mid-Size,Nissan Altima,2023,North,2023-01-13
Z2US88,Compact,Honda Civic,2018,North,2023-02-08
THOSYL,Compact,Hyundai Elantra,2019,West,2023-03-30
B38CLP,SUV,Ford Explorer,2023,North,2023-03-12
11MLOI,Truck,Chevrolet Silverado,2018,West,2023-03-05
PJCZ2K,Full-Size,Ford Taurus,2020,North,2023-01-28
OOATQ7,SUV,Chevrolet Equinox,2019,West,2023-02-23
N2OGM5,Truck,Ford F-150,2021,West,2023-02-26
J4X01S,Compact,Honda Civic,2023,Central,2023-02-28
VCZZDS,Mid-Size,Nissan Altima,2019,South,2023-03-22
SLCAHI,Mid-Size,Nissan Altima,2020,North,2023-03-03
HVPEDX,Compact,Toyota Corolla,2020,West,2023-01-20
731LZC,SUV,Toyota RAV4,2022,East,2023-01-20
GFGMB3,Mid-Size,Nissan Altima,2023,Central,2023-02-25
ZWG5A9,Mid-Size,Toyota Camry,2018,North,2023-03-19
0HHZ3Q,Compact,Toyota Corolla,2020,East,2023-03-27
CRRL6M,Compact,Hyundai Elantra,2022,North,2023-02-24
IYWWSL,Truck,Ford F-150,2018,East,2023-02-17
JEGUO0,Compact,Toyota Corolla,2022,North,2023-03-15
2UDAIK,Compact,Honda Civic,2019,West,2023-03-29
C2N0HA,Mid-Size,Honda Accord,2021,West,2023-01-03
EQRP8X,Mid-Size,Honda Accord,2023,North,2023-01-28
0EQWV8,Full-Size,Ford Taurus,2021,East,2023-01-31
RN7MUB,Mid-Size,Nissan Altima,2023,East,2023-02-20
FCP7C9,Compact,Hyundai Elantra,2021,West,2023-01-27
5AA6VG,Compact,Toyota Corolla,2019,East,2023-01-28
8UWYHM,SUV,Ford Explorer,2022,East,2023-01-03
ET9WYG,Full-Size,Chevrolet Impala,2021,Central,2023-01-01
T9DHZA,Full-Size,Ford Taurus,2019,East,2023-02-10
H7APLO,Full-Size,Ford Taurus,2018,Central,2023-03-31
JJ1AEJ,SUV,Toyota RAV4,2021,Central,2023-01-27
3OBSWQ,Compact,Honda Civic,2021,Central,2023-01-22
D5468L,Mid-Size,Toyota Camry,2022,Central,2023-01-24
P8Q5X7,Mid-Size,Nissan Altima,2018,West,2023-03-29
AZ2H0H,Mid-Size,Toyota Camry,2021,East,2023-03-01
66ASN6,SUV,Toyota RAV4,2022,East,2023-02-28
LZEH9N,Mid-Size,Nissan Altima,2023,South,2023-01-18
188AIZ,SUV,Toyota RAV4,2023,Central,2023-03-23
79ZD0J,SUV,Toyota RAV4,2019,West,2023-01-18
3TG49S,Mid-Size,Toyota Camry,2019,Central,2023-03-29
3CJEKN,Truck,Chevrolet Silverado,2021,West,2023-03-27
PLTHM4,Full-Size,Ford Taurus,2020,East,2023-02-21
UAL3G7,SUV,Chevrolet Equinox,2019,South,2023-03-20
KWRW2F,Mid-Size,Nissan Altima,2018,Central,2023-03-31
MUJN5I,Mid-Size,Honda Accord,2018,West,2023-02-22
GUDA5J,Mid-Size,Toyota Camry,2020,Central,2023-03-11
EXRQPF,Compact,Hyundai Elantra,2022,East,2023-02-23
4ARJXT,Mid-Size,Honda Accord,2018,East,2023-02-17
NTIE6W,Truck,Ram 1500,2018,North,2023-01-31
X96V2S,Full-Size,Chevrolet Impala,2019,North,2023-02-28
IW65S8,Compact,Hyundai Elantra,2023,West,2023-01-25
HBOH8E,Mid-Size,Toyota Camry,2023,South,2023-01-18
T1DBT6,Compact,Honda Civic,2020,North,2023-01-25
AA7VZJ,Compact,Hyundai Elantra,2018,West,2023-01-01
LQHP80,Truck,Chevrolet Silverado,2018,West,2023-03-26
5R2PW0,Mid-Size,Toyota Camry,2023,North,2023-01-24
37D2Z0,Mid-Size,Nissan Altima,2020,East,2023-03-13
AR86IR,Full-Size,Chrysler 300,2018,East,2023-02-09
57L24F,Compact,Toyota Corolla,2023,North,2023-01-31
BBF0OY,Mid-Size,Toyota Camry,2021,West,2023-01-21
DV09LT,Full-Size,Chevrolet Impala,2020,South,2023-03-15
RMXU3B,Full-Size,Chevrolet Impala,2020,Central,2023-02-16
HUU6YA,Truck,Chevrolet Silverado,2019,North,2023-02-10
R452RD,Full-Size,Chevrolet Impala,2023,Central,2023-03-01
H4M1BR,Mid-Size,Nissan Altima,2022,North,2023-03-14
8IBKCW,SUV,Ford Explorer,2019,West,2023-03-01
GIVLX7,Truck,Chevrolet Silverado,2022,West,2023-02-12
7080C8,Full-Size,Ford Taurus,2019,East,2023-03-22
UAWITX,Truck,Chevrolet Silverado,2020,South,2023-03-22
APBEH2,SUV,Ford Explorer,2022,North,2023-03-28
OB0TFU,SUV,Chevrolet Equinox,2018,South,2023-01-09
IW8L0A,Compact,Honda Civic,2022,West,2023-03-22
O6C7DR,Full-Size,Ford Taurus,2019,West,2023-01-18
GAMU0L,Mid-Size,Nissan Altima,2022,North,2023-02-25
RG0G4G,Full-Size,Ford Taurus,2020,North,2023-03-01
XL9K84,Full-Size,Ford Taurus,2018,East,2023-01-19
QRMPQF,Truck,Ford F-150,2022,East,2023-01-01
L59B0I,Truck,Ford F-150,2019,Central,2023-03-26
XW5Z32,Mid-Size,Honda Accord,2023,West,2023-03-22
XOMMMK,Full-Size,Ford Taurus,2023,East,2023-01-16
LUJMZL,Full-Size,Chrysler 300,2019,East,2023-02-24
DA18YC,Mid-Size,Nissan Altima,2021,West,2023-01-14
UJL730,Compact,Toyota Corolla,2020,East,2023-02-20
SU6XUD,Compact,Honda Civic,2021,West,2023-01-29
93NJ88,SUV,Chevrolet Equinox,2021,North,2023-03-09
PI2W6T,Mid-Size,Toyota Camry,2019,Central,2023-02-21
TFVNH2,Truck,Chevrolet Silverado,2021,Central,2023-02-14
MH88RK,Mid-Size,Honda Accord,2019,East,2023-03-03
FWVW1Q,Truck,Ford F-150,2023,East,2023-02-12
YX20BW,Mid-Size,Honda Accord,2023,East,2023-01-02
9UTVUO,SUV,Toyota RAV4,2018,Central,2023-02-23
9C3FHV,Compact,Toyota Corolla,2022,North,2023-03-12
W7KAJT,Full-Size,Ford Taurus,2023,South,2023-02-14
MJ6UY0,SUV,Ford Explorer,2018,West,2023-01-16
O080K2,Truck,Ford F-150,2022,West,2023-01-01
ICPSQJ,SUV,Toyota RAV4,2023,South,2023-01-27
J7K2JD,Compact,Honda Civic,2019,North,2023-03-11
CI4QZ8,Mid-Size,Toyota Camry,2021,East,2023-01-29
BD7UWM,Compact,Honda Civic,2022,West,2023-03-28
3XJXAI,Compact,Toyota Corolla,2020,West,2023-01-30
H20D63,Full-Size,Ford Taurus,2019,North,2023-02-08
PHPVWM,Full-Size,Chevrolet Impala,2020,North,2023-03-10
DVZJXU,SUV,Chevrolet Equinox,2020,South,2023-02-25
SALN43,SUV,Chevrolet Equinox,2022,East,2023-01-04
5QLR2W,Full-Size,Ford Taurus,2020,North,2023-01-07
VPZ5YO,SUV,Chevrolet Equinox,2020,North,2023-01-18
4725JP,Compact,Toyota Corolla,2023,East,2023-03-20
IN0YA1,Compact,Toyota Corolla,2021,South,2023-01-03
GGTI8F,Full-Size,Chevrolet Impala,2023,West,2023-01-07
F1KZYG,SUV,Chevrolet Equinox,2022,North,2023-03-12
UTD148,Compact,Honda Civic,2023,Central,2023-02-26
DG3KWM,Mid-Size,Nissan Altima,2019,North,2023-03-30
HWHETG,Full-Size,Chevrolet Impala,2023,East,2023-01-20
G2TTFF,Compact,Toyota Corolla,2023,Central,2023-03-01
ONQE6N,Mid-Size,Nissan Altima,2018,West,2023-01-13
3OQEYC,SUV,Toyota RAV4,2020,Central,2023-02-23
05N5ZA,Full-Size,Chrysler 300,2020,North,2023-01-10
HXZDY3,Compact,Toyota Corolla,2020,West,2023-03-23
D5TWBW,SUV,Ford Explorer,2022,North,2023-02-07
QN2ICR,Mid-Size,Toyota Camry,2022,West,2023-01-23
0E9Y7Q,SUV,Ford Explorer,2019,South,2023-03-30
EGSV02,Mid-Size,Nissan Altima,2021,West,2023-01-06
1VAT34,Full-Size,Chrysler 300,2023,North,2023-03-13
4APWIO,Mid-Size,Nissan Altima,2020,Central,2023-02-15
DGA94O,Mid-Size,Nissan Altima,2023,East,2023-03-03
AMPGX9,SUV,Chevrolet Equinox,2021,East,2023-01-24
443CTU,Compact,Honda Civic,2023,East,2023-03-21
DFUZHR,Compact,Hyundai Elantra,2023,North,2023-02-10
CDUU16,Mid-Size,Nissan Altima,2018,South,2023-02-07
GM4B38,Full-Size,Ford Taurus,2022,West,2023-02-11
DFYR9T,SUV,Toyota RAV4,2019,Central,2023-01-27
XILGFE,Truck,Chevrolet Silverado,2022,Central,2023-01-29
6CSSC4,Mid-Size,Honda Accord,2022,East,2023-01-13
SEEZWO,Mid-Size,Nissan Altima,2019,South,2023-02-13
OBBTNJ,Compact,Honda Civic,2018,East,2023-02-12
NVKMKX,Full-Size,Chrysler 300,2020,East,2023-02-04
B7TI17,Truck,Chevrolet Silverado,2019,South,2023-03-30
CHFC0G,Full-Size,Chevrolet Impala,2021,South,2023-01-11
N3WYD8,Full-Size,Chevrolet Impala,2018,Central,2023-03-23
CZXO46,Mid-Size,Honda Accord,2018,South,2023-03-20
C8I23U,Truck,Chevrolet Silverado,2020,North,2023-01-03
53SGP6,Mid-Size,Honda Accord,2022,West,2023-03-05
H9GXXH,Compact,Hyundai Elantra,2019,West,2023-01-19
RFN8B5,Mid-Size,Toyota Camry,2019,South,2023-01-04
Y0K8JS,Compact,Toyota Corolla,2018,West,2023-03-19
B5ZFXG,Compact,Hyundai Elantra,2019,Central,2023-01-11
PS7LAP,Compact,Honda Civic,2019,Central,2023-01-27
72CB1Z,Mid-Size,Honda Accord,2019,West,2023-01-09
UDK4FH,Full-Size,Chevrolet Impala,2020,East,2023-01-13
Q03VRN,Mid-Size,Honda Accord,2019,North,2023-01-06
BJHC0M,Mid-Size,Honda Accord,2022,East,2023-03-17
SHVEY0,Truck,Chevrolet Silverado,2020,Central,2023-01-06
LH2IGM,SUV,Ford Explorer,2022,Central,2023-03-10
8QJSMX,Mid-Size,Honda Accord,2021,West,2023-01-15
PVPRQO,Mid-Size,Honda Accord,2021,Central,2023-03-24
8J2ZTL,SUV,Ford Explorer,2021,East,2023-03-18
R4GV1W,Compact,Toyota Corolla,2023,North,2023-02-26
FSG7MP,Mid-Size,Nissan Altima,2019,East,2023-03-16
4PG6XV,Truck,Ram 1500,2023,South,2023-01-27
CQQJUI,Mid-Size,Honda Accord,2019,Central,2023-03-12
Q20KHA,Full-Size,Chrysler 300,2018,West,2023-01-20
MAE94U,Full-Size,Chrysler 300,2022,East,2023-02-25
1RV7CM,Full-Size,Chevrolet Impala,2023,South,2023-03-24
E23ZVR,Mid-Size,Honda Accord,2018,North,2023-03-07
A168MH,Compact,Hyundai Elantra,2021,North,2023-01-25
XAC38O,Mid-Size,Toyota Camry,2021,South,2023-03-08
STEIK4,Compact,Hyundai Elantra,2019,South,2023-03-21
PZH85R,SUV,Ford Explorer,2021,South,2023-03-22
I93SJW,Mid-Size,Toyota Camry,2022,Central,2023-03-08
NY3RBU,Full-Size,Ford Taurus,2021,West,2023-03-07
4I8NYZ,SUV,Chevrolet Equinox,2021,East,2023-03-12
GB8ZWK,SUV,Ford Explorer,2023,North,2023-03-08
DJTYLH,Mid-Size,Toyota Camry,2019,Central,2023-01-13
I8W9AQ,Mid-Size,Honda Accord,2021,West,2023-03-14
QOOCB2,Truck,Ford F-150,2019,East,2023-01-17
PFM7Q9,Full-Size,Chrysler 300,2023,East,2023-02-20
FEUY9Q,SUV,Toyota RAV4,2019,East,2023-01-31
HTLGD0,Truck,Ford F-150,2023,Central,2023-01-20
XFU53Q,SUV,Chevrolet Equinox,2021,West,2023-01-26
CWS7T0,Compact,Toyota Corolla,2019,East,2023-01-08
TTLOKQ,Full-Size,Ford Taurus,2022,West,2023-02-09
8MQ8FJ,Compact,Hyundai Elantra,2019,Central,2023-02-07
ROM2RN,Full-Size,Chevrolet Impala,2019,South,2023-02-06
R59IBB,Truck,Ford F-150,2020,Central,2023-01-09
QWBSO7,Mid-Size,Toyota Camry,2022,West,2023-02-24
VPVERL,Mid-Size,Nissan Altima,2020,North,2023-01-16
GOXU8J,Compact,Toyota Corolla,2021,Central,2023-03-19
ZT56ZP,Truck,Chevrolet Silverado,2021,West,2023-01-03
TX3I52,Compact,Honda Civic,2019,South,2023-01-05
DJIUHK,Compact,Toyota Corolla,2019,South,2023-01-28
GCQLSH,Compact,Toyota Corolla,2019,Central,2023-02-06
K62JF9,Compact,Toyota Corolla,2019,Central,2023-03-29
YRZHPO,Mid-Size,Nissan Altima,2023,North,2023-02-17
ZGR4HE,Mid-Size,Nissan Altima,2020,West,2023-02-04
35PBTK,Mid-Size,Nissan Altima,2020,North,2023-03-17
VF2YXS,Compact,Toyota Corolla,2022,South,2023-01-22
H7JN7B,Compact,Honda Civic,2022,East,2023-03-22
E1NUU3,Mid-Size,Honda Accord,2022,South,2023-02-06
WPT0NG,Compact,Hyundai Elantra,2021,East,2023-01-29
R9EG93,Full-Size,Chevrolet Impala,2023,East,2023-01-28
EHY205,Compact,Hyundai Elantra,2023,East,2023-01-01
S5VRWP,Mid-Size,Toyota Camry,2019,Central,2023-03-02
V48UAW,Mid-Size,Honda Accord,2018,North,2023-02-21
JI5Q2N,Mid-Size,Nissan Altima,2020,West,2023-02-27
VX6HUO,Compact,Toyota Corolla,2023,South,2023-02-28
Q4ETN6,Compact,Toyota Corolla,2023,North,2023-01-03
HIDPAS,SUV,Toyota RAV4,2022,East,2023-03-20
IOVYCF,Compact,Toyota Corolla,2022,South,2023-02-16
LS5ECW,Mid-Size,Nissan Altima,2019,North,2023-03-04
93UAUQ,Mid-Size,Honda Accord,2021,East,2023-01-04
QRUZGC,Mid-Size,Honda Accord,2019,Central,2023-03-10
BOS2PT,Mid-Size,Nissan Altima,2021,East,2023-03-02
90YNF7,SUV,Toyota RAV4,2019,West,2023-02-03
TCRD9T,SUV,Ford Explorer,2018,North,2023-03-26
2QAWXI,Mid-Size,Toyota Camry,2023,North,2023-02-28
ZIY0EK,Mid-Size,Toyota Camry,2023,South,2023-03-23
F0IXPC,Compact,Toyota Corolla,2022,West,2023-03-15
5ZJ5Z3,Mid-Size,Nissan Altima,2021,Central,2023-01-19
GACT26,Full-Size,Ford Taurus,2019,North,2023-03-31
8VWKAH,Compact,Hyundai Elantra,2021,East,2023-03-08
CYS1F6,Mid-Size,Toyota Camry,2022,South,2023-01-18
Z6XMWV,Truck,Ram 1500,2021,West,2023-03-13
GDXDDC,Compact,Hyundai Elantra,2019,South,2023-02-08
W7RFSR,Mid-Size,Nissan Altima,2020,East,2023-03-19
VPTL6T,Full-Size,Ford Taurus,2023,Central,2023-01-16
LAYNIR,Compact,Hyundai Elantra,2019,East,2023-01-24
R2TZX4,Compact,Honda Civic,2023,West,2023-02-01
ANZFPO,Compact,Honda Civic,2022,West,2023-02-10
38DH1G,Truck,Chevrolet Silverado,2023,East,2023-02-26
R798EF,Compact,Toyota Corolla,2021,South,2023-01-20
G1GP3R,Compact,Hyundai Elantra,2019,Central,2023-03-05
7RN8TG,Compact,Hyundai Elantra,2018,South,2023-01-03
W14ADW,Compact,Hyundai Elantra,2021,Central,2023-01-30
0XN1U7,Full-Size,Chrysler 300,2020,Central,2023-03-01
N1F00J,Compact,Honda Civic,2018,East,2023-01-24
C9CQAP,Full-Size,Chrysler 300,2023,Central,2023-02-08
3SIODV,Full-Size,Chevrolet Impala,2023,West,2023-02-24
AMCIC7,SUV,Chevrolet Equinox,2020,West,2023-01-23
17YRG8,Compact,Toyota Corolla,2022,North,2023-03-28
7OINO7,SUV,Ford Explorer,2020,North,2023-03-18
CW11GO,Full-Size,Ford Taurus,2020,North,2023-03-29
MODCA8,Compact,Honda Civic,2021,North,2023-02-14
PI2RNE,SUV,Toyota RAV4,2020,Central,2023-01-31
NXWOW1,SUV,Chevrolet Equinox,2022,North,2023-03-31
7TIEFA,Mid-Size,Honda Accord,2019,North,2023-03-07
UHI0L3,Truck,Chevrolet Silverado,2022,Central,2023-03-13
EMBTEI,Mid-Size,Honda Accord,2023,South,2023-01-17
05T811,Full-Size,Chrysler 300,2023,Central,2023-03-20
9DIPW9,Truck,Ford F-150,2018,Central,2023-02-17
DIKY87,Mid-Size,Honda Accord,2018,East,2023-03-11
01OVGS,SUV,Chevrolet Equinox,2021,Central,2023-03-16
K7NOO6,Mid-Size,Toyota Camry,2023,Central,2023-01-10
7P9146,SUV,Toyota RAV4,2023,North,2023-01-09
LTKLQB,Full-Size,Ford Taurus,2023,North,2023-01-06
H3FW1J,Compact,Toyota Corolla,2018,South,2023-02-27
Q547W5,Mid-Size,Honda Accord,2021,East,2023-03-24
OVY9N5,Mid-Size,Nissan Altima,2022,West,2023-01-03
SDX9QT,Compact,Hyundai Elantra,2021,North,2023-01-13
77O1WX,Compact,Toyota Corolla,2022,North,2023-02-13
ZLKA4J,Mid-Size,Honda Accord,2019,South,2023-02-05
YYZ55A,Compact,Toyota Corolla,2020,South,2023-01-10
4HXYBK,Compact,Honda Civic,2020,Central,2023-02-24
6FICGW,Full-Size,Ford Taurus,2023,South,2023-03-23
4VK4NL,Full-Size,Ford Taurus,2019,Central,2023-01-20
SEM2V9,Full-Size,Chrysler 300,2019,North,2023-01-01
1M15W1,Mid-Size,Honda Accord,2018,North,2023-01-21
S6IPJD,SUV,Chevrolet Equinox,2018,Central,2023-01-17
WEI1I5,Full-Size,Chevrolet Impala,2023,South,2023-02-11
BQCC2C,Compact,Toyota Corolla,2023,North,2023-01-10
6VR7NO,Compact,Hyundai Elantra,2019,East,2023-02-02
OX4TK6,Full-Size,Ford Taurus,2022,North,2023-01-11
V3PH8Y,Compact,Hyundai Elantra,2021,North,2023-03-02
L4A7UV,Mid-Size,Honda Accord,2023,East,2023-02-12
AGZUEX,Truck,Chevrolet Silverado,2019,East,2023-01-07
0JY9RI,Compact,Honda Civic,2023,East,2023-01-04
86QP4A,Compact,Honda Civic,2020,East,2023-02-13
LTXWN5,Truck,Ford F-150,2022,North,2023-02-23
XT7DZ7,Full-Size,Chevrolet Impala,2020,South,2023-01-16
XUNJT6,Compact,Honda Civic,2022,South,2023-01-30
QERD7T,SUV,Chevrolet Equinox,2020,South,2023-02-24
HWTSV7,SUV,Chevrolet Equinox,2023,East,2023-02-12
4JI9XA,Mid-Size,Honda Accord,2021,South,2023-01-11
TEBGJC,Full-Size,Chevrolet Impala,2019,West,2023-02-05
4PT543,Mid-Size,Nissan Altima,2023,Central,2023-01-18
H09A55,Compact,Honda Civic,2022,West,2023-03-25
4OH0W0,Full-Size,Chevrolet Impala,2020,South,2023-03-14
JG6S47,Mid-Size,Honda Accord,2018,East,2023-01-29
QJ6ZX8,Full-Size,Chrysler 300,2023,East,2023-01-22
IMBNQQ,SUV,Toyota RAV4,2022,West,2023-01-13
F3RP5R,Compact,Toyota Corolla,2022,South,2023-03-08
6I4916,Full-Size,Chrysler 300,2022,North,2023-03-24
0V18VY,Compact,Honda Civic,2021,West,2023-01-25
C81FKI,SUV,Chevrolet Equinox,2019,West,2023-02-27
L5QP2N,Mid-Size,Honda Accord,2019,North,2023-01-22
51JWRM,Full-Size,Chrysler 300,2018,West,2023-03-24
6OEOSE,Full-Size,Chevrolet Impala,2018,North,2023-01-27
0IDTF2,Mid-Size,Toyota Camry,2022,West,2023-01-09
CPBN7X,Full-Size,Ford Taurus,2023,West,2023-03-21
TFLNUH,Full-Size,Chevrolet Impala,2018,North,2023-03-27
9XLEVQ,Full-Size,Chrysler 300,2021,West,2023-02-05
YVX4S0,SUV,Toyota RAV4,2018,North,2023-03-23
M7OY9M,Truck,Chevrolet Silverado,2020,South,2023-01-22
DIICTJ,Mid-Size,Nissan Altima,2022,West,2023-01-25
DEJN9Z,Mid-Size,Toyota Camry,2022,South,2023-02-18
ZY2LDS,Compact,Honda Civic,2023,Central,2023-02-24
AH1SYS,SUV,Chevrolet Equinox,2019,Central,2023-02-04
TKHJ29,Mid-Size,Toyota Camry,2023,Central,2023-03-13
CTQUIA,Mid-Size,Toyota Camry,2022,North,2023-03-13
HGBMY8,Compact,Honda Civic,2020,North,2023-01-11
XGNKH9,SUV,Chevrolet Equinox,2019,North,2023-03-31
XRPLPW,Mid-Size,Toyota Camry,2018,East,2023-01-15
7RG8LC,Full-Size,Ford Taurus,2023,East,2023-02-17
T2JKK3,Compact,Hyundai Elantra,2019,West,2023-02-08
84I4L5,Truck,Ford F-150,2019,South,2023-02-10
9Z8FXB,Compact,Hyundai Elantra,2020,North,2023-01-12
XM8R1K,Compact,Honda Civic,2018,West,2023-01-31
